finess;raison_sociale;etab_rattach;ville;departement;region
880780259;SSIAD RATTACHE HL DE BRUYERES;SERVICE DE SOINS A DOMICILE DE L'HOPITAL DE BRUYERES;88600 BRUYERES;VOSGES;Alsace Champagne Ardenne Lorraine
880780325;SSIAD RATTACHE HL DE FRAIZE;SERVICE DE SOINS INFIRMIERS A DOMICILE RATTACHE HL FRAIZE;88230 FRAIZE;VOSGES;Alsace Champagne Ardenne Lorraine
040780215;SSIAD SAINT MICHEL;SSIAD SAINT MICHEL;04300 FORCALQUIER;ALPES DE HAUTE PROVENCE;Provence Alpes Cote d'Azur
570023630;SSIAD SAINTE BLANDINE;;57000 METZ;MOSELLE;Alsace Champagne Ardenne Lorraine
440000859;SSIAD SAVENAY;SSIAD CH SAVENAY;44260 SAVENAY;LOIRE ATLANTIQUE;Pays de la Loire
760780213;SSIAD SEINE CAUX AUSTREBERTHE;SERVICE SOINS INFIMIERS A DOMICILE SEINE CAUX AUSTREBERTHE;76360 BARENTIN;SEINE MARITIME;Normandie
460780091;SSIAD ST CERE;SERVICE DE SOINS INFIRMIERS A DOMICILE SAINT CERE;46400 ST CERE;LOT;Languedoc Roussillon Midi Pyrenees
730780103;SSIAD ST JEAN DE MAURIENNE;SSIAD DU CH DE SAINT JEAN DE MAURIENNE;73302 ST JEAN DE MAURIENNE CEDEX;SAVOIE;Auvergne Rhone Alpes
890000433;SSIAD TONNERRE;SERVICE SOINS INFIRMIERS A DOMICILE DE TONNERRE;89700 TONNERRE;YONNE;Bourgogne Franche Comte
270023724;SSIAD VERNON CH EURE-SEINE;SERVICE DE SOINS INFIRMIERS A DOMICILE DU CH EURE-SEINE;27015 EVREUX CEDEX;EURE;Normandie
890000466;SSIAD VILLENEUVE CH ROLAND BONNION;SERVICE DE SOINS A DOMICILE PERSONNES AGEES ROLAND BONNION;89500 VILLENEUVE SUR YONNE;YONNE;Bourgogne Franche Comte
140026279;SSIAD-CH COTE FLEURIE-TROUVILLE;;14601 HONFLEUR CEDEX;CALVADOS;Normandie
770110054;SSIAD-CH DE BRIE COMTE ROBERT;SERVICE DE SOINS INFIRMIERS A DOMICILE;77000 MELUN;SEINE ET MARNE;Ile de France
500000096;SSIAD-CH ST HILAIRE DU HARCOUET;;50600 ST HILAIRE DU HARCOUET;MANCHE;Normandie
520780032;SSIADPA - CH DE CHAUMONT;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;52014 CHAUMONT CEDEX;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
520780057;SSIADPA - CH DE LANGRES;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;52200 LANGRES;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
510000102;SSIADPA - CH DE SAINTE-MENEHOULD;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;51800 STE MENEHOULD;MARNE;Alsace Champagne Ardenne Lorraine
440000289;SSR BEAUSEJOUR CHU NANTES;MAISON BEAUSEJOUR - SITE DE SOINS DE SUITE ET READAPTATION;44093 NANTES CEDEX 1;LOIRE ATLANTIQUE;Pays de la Loire
800000028;SSR CH ABBEVILLE;;80142 ABBEVILLE CEDEX;SOMME;Nord Pas de Calais Picardie
620100057;SSR CH ARRAS;SSR POUR PERSONNES AGEES CH ARRAS;62022 ARRAS CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
340780055;SSR CH BEZIERS;SOINS DE SUITE ET DE READAPTATION CH DE BEZIERS;34525 BEZIERS CEDEX;HERAULT;Languedoc Roussillon Midi Pyrenees
360000053;SSR CH CHATEAUROUX;;36019 CHATEAUROUX CEDEX;INDRE;Centre Val de Loire
020000253;SSR CH LAON;;02001 LAON CEDEX;AISNE;Nord Pas de Calais Picardie
800000093;SSR CH PERONNE;;80201 PERONNE CEDEX;SOMME;Nord Pas de Calais Picardie
120780069;SSR CH VILLEFRANCHE SITE RULHE;SSR CH VILLEFRANCHE SITE RULHE;12200 VILLEFRANCHE DE ROUERGUE;AVEYRON;Languedoc Roussillon Midi Pyrenees
490000031;SSR CHR D ANGERS;SSR CHR D ANGERS;44800 ST HERBLAIN;LOIRE ATLANTIQUE;Pays de la Loire
800000044;SSR CHU AMIENS;;80054 AMIENS CEDEX 1;SOMME;Nord Pas de Calais Picardie
520780081;SSR DELOCALISE CH GDGA;;52108 ST DIZIER CEDEX;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
740781133;SSR ESIS SEYNOD;SSR ESIS SEYNOD;74370 ANNECY;HAUTE SAVOIE;Auvergne Rhone Alpes
110780137;SSR GERIATRIE CH NARBONNE;SSR GERIATRIE CH NARBONNE;11108 NARBONNE CEDEX;AUDE;Languedoc Roussillon Midi Pyrenees
220000020;SSR GERIATRIQUE;SSR GERIATRIQUE;22023 ST BRIEUC CEDEX 1;COTES D ARMOR;Bretagne
010780054;SSR HOTEL DIEU DE FLEYRIAT;SSR HOTEL DIEU DE FLEYRIAT;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590782421;SSR JARDINS DU VELODROME;MAISON DE CURE DU VERT PRE SERVICE MOYEN SEJOUR ROUBAIX;59056 ROUBAIX CEDEX 1;NORD;Nord Pas de Calais Picardie
070005566;SSR LEON ROUVEYROL;SSR LEON ROUVEYROL;07600 VALS LES BAINS;ARDECHE;Auvergne Rhone Alpes
440000289;SSR PIRMIL CHU NANTES;MAISON PIRMIL -  SITE SOINS DE SUITE ET READAPTATION;44093 NANTES CEDEX 1;LOIRE ATLANTIQUE;Pays de la Loire
140000092;SSR SITE HENRY DUNANT - CH BAYEUX;;14260 LES MONTS D AUNAY;CALVADOS;Normandie
650780158;SSR SITE LABASTIDE CH LOURDES;SSR SITE LABASTIDE CH LOURDES;65107 LOURDES CEDEX;HAUTES PYRENEES;Languedoc Roussillon Midi Pyrenees
900000365;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;;25209 MONTBELIARD CEDEX;DOUBS;Bourgogne Franche Comte
120004528;SSR SITE ST COME CH MILLAU;SOINS DE SUITE ET READAPTATION SITE SAINT COME CH MILLAU;12100 MILLAU;AVEYRON;Languedoc Roussillon Midi Pyrenees
120004528;SSR SITE STE ANNE CH MILLAU;SOINS DE SUITE ET READAPTATION SITE SAINTE ANNE CH MILLAU;12100 MILLAU;AVEYRON;Languedoc Roussillon Midi Pyrenees
610780090;SSR-CHIRURGIE AMBULATOIRE-CH ARGENTAN;;61202 ARGENTAN CEDEX;ORNE;Normandie
690781810;STERILISATION CENTRALE DISP MED - HCL;STERILISATION CENTRALE DES DISPOSITIFS MEDICAUX - HCL;69300 CALUIRE ET CUIRE;RHONE;Auvergne Rhone Alpes
2A0000386;U LARICCIO SECTEUR ENFANTS;;20176 AJACCIO CEDEX 1;CORSE DU SUD;Corse
650780174;UAMP;UNITE D'ACCUEIL MEDICO PSYCHOLOGIQUE;31800 ST GAUDENS;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
250000015;UCSA PENITENTIAIRE;;25030 BESANCON CEDEX;DOUBS;Bourgogne Franche Comte
220000020;UDM DE LANNION;UNITE DE DIALYSE MEDICALISEE DE LANNION;22023 ST BRIEUC CEDEX 1;COTES D ARMOR;Bretagne
220000020;UDM DE PAIMPOL;UNITE DE DIALYSE MEDICALISEE DE PAIMPOL;22023 ST BRIEUC CEDEX 1;COTES D ARMOR;Bretagne
220000020;UDM SITE CH GUINGAMP;;22023 ST BRIEUC CEDEX 1;COTES D ARMOR;Bretagne
620003814;UEROS;UNITE EVALUATION REENTRAINEMENT ORIENTATION SOC. & PROFESS;59270 BAILLEUL;NORD;Nord Pas de Calais Picardie
030780118;ULSD CH JACQUES LACARIN VICHY;;03201 VICHY CEDEX;ALLIER;Auvergne Rhone Alpes
350000626;UNIT DIALYSE LA BEAUCHEE ST BRIEUC AUB;UNITE DE DIALYSE MEDICALISEE DE SAINT BRIEUC;22140 BEGARD;COTES D ARMOR;Bretagne
760780270;UNITE AMBULATOIRE ADOS ROUEN RD COPA;;27100 VAL DE REUIL;EURE;Normandie
970300216;UNITE AUTODIALYSE - ANTENNE DE KOUROU;UNITE D'AUTODIALYSE - ANTENNE ATIRG DE KOUROU;97323 CAYENNE CEDEX;GUYANE;Guyane
940026677;UNITE AUTODIALYSE AURA SANTEPOLE;UNITE AUTODIALYSE AURA SANTEPOLE;75020 PARIS;PARIS;Ile de France
670000652;UNITE AUTODIALYSE AURAL COLMAR;UNITE D'AUTODIALYSE AURAL DE COLMAR;67200 STRASBOURG;BAS RHIN;Alsace Champagne Ardenne Lorraine
670000652;UNITE AUTODIALYSE AURAL MULHOUSE;UNITE D'AUTODIALYSE AURAL DE MULHOUSE;67200 STRASBOURG;BAS RHIN;Alsace Champagne Ardenne Lorraine
440002590;UNITE AUTODIALYSE BELLE-ILE - ECHO;UNITE AUDODIALYSE BELLE-ILE - ECHO;44202 NANTES CEDEX 2;LOIRE ATLANTIQUE;Pays de la Loire
350000626;UNITE AUTODIALYSE BREST HERMITAGE  AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE CONCARNEAU - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE CROZON - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE DINARD - AUB;UNITE AUTODIALYSE DE DINARD - AUB;22140 BEGARD;COTES D ARMOR;Bretagne
440002590;UNITE AUTODIALYSE ECHO SITE CH AURAY;UNITE AUTODIALYSE ECHO SITE CH AURAY;44202 NANTES CEDEX 2;LOIRE ATLANTIQUE;Pays de la Loire
350000626;UNITE AUTODIALYSE LANDERNEAU - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE LANDIVISIAU - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE LE FOLGOET - AUB;UNITE D'AUTODIALYSE LE FOLGOET -  AUB;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE MORLAIX - AUB;UNITE AUTODIALYSE MORLAIX - AUB;22140 BEGARD;COTES D ARMOR;Bretagne
440002590;UNITE AUTODIALYSE MUZILLAC - ECHO;UNITE AUTODIALYSE MUZILLAC - ECHO;44202 NANTES CEDEX 2;LOIRE ATLANTIQUE;Pays de la Loire
350000626;UNITE AUTODIALYSE PAIMPOL - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
440002590;UNITE AUTODIALYSE PLOERMEL - ECHO;UNITE AUTODIALYSE PLOERMEL - ECHO;44202 NANTES CEDEX 2;LOIRE ATLANTIQUE;Pays de la Loire
350000626;UNITE AUTODIALYSE PLONEOUR LANVERN AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE SAINT ALBAN - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
350000626;UNITE AUTODIALYSE SAINT MALO - AUB;;22140 BEGARD;COTES D ARMOR;Bretagne
950806869;UNITE AUTODIALYSE SIRTA HERBLAY;;95100 ARGENTEUIL;VAL D OISE;Ile de France
440002590;UNITE AUTODIALYSE VANNES - ECHO;UNITE AUTODIALYSE VANNES - ECHO;44202 NANTES CEDEX 2;LOIRE ATLANTIQUE;Pays de la Loire
530000371;UNITE CHIMIO CH LAVAL SITE POLYCL DU M;UNITE CHIMIOTHERAPIE CH LAVAL SITE POLYCLINIQUE DU MAINE;53015 LAVAL CEDEX;MAYENNE;Pays de la Loire
910002773;UNITE CLINIQUE J LACAN;UNITE CLINIQUE J LACAN;91106 CORBEIL ESSONNES CEDEX;ESSONNE;Ile de France
760780270;UNITE CONSULTATIONS ADULTES CHU ROUEN;;27100 VAL DE REUIL;EURE;Normandie
760780270;UNITE CONSULTATIONS ADULTES CLERES;;27100 VAL DE REUIL;EURE;Normandie
340780055;UNITE CONSULTATIONS SOINS AMBULATOIRES;UNITE CONSULTATIONS SOINS AMBU NOUVEAU CENTRE PENITENTIAIRE;34525 BEZIERS CEDEX;HERAULT;Languedoc Roussillon Midi Pyrenees
940000060;UNITE D AUTIDIALYSE DE CHAMPIGNY;NEPHROCARE ILE DE FRANCE CHAMPIGNY;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
510000953;UNITE D AUTO DIALYSE DE CHARLEVILLE;;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
750065963;UNITE D AUTODIALYSE;UNITE D AUTODIALYSE PARC MONCEAU;75017 PARIS;PARIS;Ile de France
780822920;UNITE D AUTODIALYSE ADDY;;78220 VIROFLAY;YVELINES;Ile de France
780822920;UNITE D AUTODIALYSE BEAUREGARD;;78220 VIROFLAY;YVELINES;Ile de France
940000060;UNITE D AUTODIALYSE CHELLES;NEPHROCARE ILE DE FRANCE;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
950015438;UNITE D AUTODIALYSE CLINIQUE PARISIS;UNITE D AUTODIALYSE CLINIQUE PARISIS;95240 CORMEILLES EN PARISIS;VAL D OISE;Ile de France
940000060;UNITE D AUTODIALYSE COULOMMIERS;NEPHROCARE ILE DE FRANCE COULOMMIERS;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
940000060;UNITE D AUTODIALYSE D'AULNAY;NEPHROCARE ILE DE FRANCE D'AULNAY;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
510000953;UNITE D AUTODIALYSE DE BAZEILLES;UNITE D AUTODIALYSE DE L A.R.P.D.D.;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
940000060;UNITE D AUTODIALYSE DE BIEVRES;NEPHROCARE ILE DE FRANCE BIEVRES;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
510000953;UNITE D AUTODIALYSE DE CHALONS;UNITE D'AUTODIALYSE DE L'ARPDD;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
940000060;UNITE D AUTODIALYSE DE CRETEIL;NEPHROCARE ILE DE FRANCE CRETEIL;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
920004918;UNITE D AUTODIALYSE DE NANTERRE;;92000 NANTERRE;HAUTS DE SEINE;Ile de France
940000060;UNITE D AUTODIALYSE DE SURESNES;NEPHROCARE ILE DE FRANCE SURESNES;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
940000060;UNITE D AUTODIALYSE DE VILLEJUIF;NEPHROCARE ILE DE FRANCE VILLEJUIF;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
510000953;UNITE D AUTODIALYSE D'EPERNAY;UNITE D AUTODIALYSE DE L'A.R.P.D.D.;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
940000060;UNITE D AUTODIALYSE FONTENAY SOUS BOIS;NEPHROCARE ILE DE FRANCE FONTENAY SOUS BOIS;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
910000660;UNITE D AUTODIALYSE GEORGES LAURE;;91210 DRAVEIL;ESSONNE;Ile de France
780822920;UNITE D AUTODIALYSE IMPRESSIONNISTES;UNITE D AUTODIALYSE LES IMPRESSIONNISTES;78220 VIROFLAY;YVELINES;Ile de France
940000060;UNITE D AUTODIALYSE LE RAINCY;NEPHROCARE ILE DE FRANCE LE RAINCY;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
780822920;UNITE D AUTODIALYSE LES TEMPLIERS;;78220 VIROFLAY;YVELINES;Ile de France
940000060;UNITE D AUTODIALYSE PONTAULT COMBAULT;NEPHROCARE PONTAULT COMBAULT;77340 PONTAULT COMBAULT;SEINE ET MARNE;Ile de France
770813418;UNITE D AUTODIALYSE PROVINS;UNITE D AUTODIALYSE;77160 PROVINS;SEINE ET MARNE;Ile de France
100000017;UNITE D'ALCOOLOGIE JEAN SCHIFFER;;10003 TROYES CEDEX;AUBE;Alsace Champagne Ardenne Lorraine
130016058;UNITE D'AUTODIALYSE DE CATERAGGIO;;13500 MARTIGUES;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
130006810;UNITE D'AUTODIALYSE DE CORTE;ASSOCIATION DES DIALYSES DE PROVENCE ET CORSE;13002 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
590799995;UNITE D'AUTODIALYSE DE FLERS;UNITE D'AUTODIALYSE DE FLERS EN ESCREBIEUX;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
510000953;UNITE D'AUTODIALYSE DE REIMS HOUZEAU;UNITE D'AUTODIALYSE DE L'ARPDD;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
510000953;UNITE D'AUTO-DIALYSE DE ROMILLY;UNITE D'AUTO DIALYSE DE L'A.R.P.D.D. DE ROMILLY SUR SEINE;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
510000953;UNITE D'AUTODIALYSE DE SAINT-DIZIER;;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
590799995;UNITE D'AUTODIALYSE D'HAZEBROUCK;UNITE D'AUTODIALYSE D'HAZEBROUCK;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
130006810;UNITE D'AUTODIALYSE ILE ROUSSE;UNITE D'AUTODIALYSE D'ILE ROUSSE;13002 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
880780119;UNITE DE DIAGNOSTIC-EVALUATION AUTISME;;88507 MIRECOURT CEDEX;VOSGES;Alsace Champagne Ardenne Lorraine
150000271;UNITE DE DIALYSE - CH DE MAURIAC;UNITE DE DIALYSE - CH DE MAURIAC;15200 MAURIAC;CANTAL;Auvergne Rhone Alpes
940026677;UNITE DE DIALYSE AURA CORBEIL;UNITE DE DIALYSE AURA CORBEIL;75020 PARIS;PARIS;Ile de France
940026677;UNITE DE DIALYSE AURA ISSY  MOULINEAUX;UNITE DE DIALYSE AURA ISSY LES MOULINEAUX;75020 PARIS;PARIS;Ile de France
940026677;UNITE DE DIALYSE AURA MEAUX;UNITE DE DIALYSE AURA MEAUX;75020 PARIS;PARIS;Ile de France
940026677;UNITE DE DIALYSE AURA MONTREUIL;UNITE DE DIALYSE AURA MONTREUIL;75020 PARIS;PARIS;Ile de France
940026677;UNITE DE DIALYSE AURA PONTOISE;UNITE DE DIALYSE AURA PONTOISE;75020 PARIS;PARIS;Ile de France
940026677;UNITE DE DIALYSE AURA SITE PELLEPORT;UNITE DE DIALYSE AURA PELLEPORT;75020 PARIS;PARIS;Ile de France
670000652;UNITE DE DIALYSE AURAL SAVERNE;UNITE DE DIALYSE AURAL SAVERNE;67200 STRASBOURG;BAS RHIN;Alsace Champagne Ardenne Lorraine
210012290;UNITE DE DIALYSE BESANCON;;01440 VIRIAT;AIN;Auvergne Rhone Alpes
210012290;UNITE DE DIALYSE BOURG EN BRESSE;UNITE DE DIALYSE BOURG EN BRESSE;01440 VIRIAT;AIN;Auvergne Rhone Alpes
870000700;UNITE DE DIALYSE BRIVE;UNITE DE DIALYSE BRIVE;19200 USSEL;CORREZE;Aquitaine Limousin Poitou Charentes
630000990;UNITE DE DIALYSE D'AMBERT;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE D'AMIENS;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE D'AUXERRE;UNITE DE DIALYSE D'AUXERRE;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE BEAUVAIS;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE BELFORT;;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE BERCK;UNITE DE DIALYSE DE BERCK;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
630000990;UNITE DE DIALYSE DE BRIOUDE;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE CAUDRY;UNITE DE DIALYSE DE CAUDRY;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE CHALON SAINT REMY;UNITE DE DIALYSE DE CHALON SAINT REMY;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE CHATEAU-THIERRY;UAD ET UDM DE CHATEAU-THIERRY;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE CHATILLON;UNITE DE DIALYSE DE CHATILLON;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE CHAUNY;UNITE DE DIALYSE DE CHAUNY;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE COQUELLES;UNITE DE DIALYSE DE COQUELLES;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE CORBIE;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE DOLE;;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE FACHES-THUMESNIL;UNITE DE DIALYSE DE FACHES-THUMESNIL;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE FLEURINES;UNITE DE DIALYSE DE FLEURINES;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE GRAVELINES;UNITE DE DIALYSE DE GRAVELINES;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE GRAY;UNITE DE DIALYSE DE GRAY;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE GUISE;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE HOUPLINES;UNITE DE DIALYSE DE HOUPLINES;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE LA BASSEE;UNITE DE DIALYSE DE LA BASSEE;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE LAON;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE LILLE;UNITE DE DIALYSE DE LILLE;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE LOOS;SANTELYS UNITE DE DIALYSE DE LOOS;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE MACON  MURGERETS;UNITE DE DIALYSE DE MACON  MURGERETS;01440 VIRIAT;AIN;Auvergne Rhone Alpes
210012290;UNITE DE DIALYSE DE MACON CHANAUX;UNITE DE DIALYSE DE MACON CHANAUX;01440 VIRIAT;AIN;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE MERIGNIES;UNITE DE DIALYSE DE MERIGNIES;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE MONS EN BAROEUL;UNITE DE DIALYSE DE MONS EN BAROEUL;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE MONTBELIARD;;01440 VIRIAT;AIN;Auvergne Rhone Alpes
210012290;UNITE DE DIALYSE DE MONTCEAU;UNITE DE DIALYSE DE MONTCEAU;01440 VIRIAT;AIN;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE DE MONTLUCON;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE DE MOULINS;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
210012290;UNITE DE DIALYSE DE PONTARLIER;UNITE DE DIALYSE DE PONTARLIER;01440 VIRIAT;AIN;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE DE RIOM;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
510000953;UNITE DE DIALYSE DE ROSIERES PRES TROY;UNITE DE DIALYSE DE L'ARPDD DE ROSIERES PRES TROYES;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
590799995;UNITE DE DIALYSE DE ROUBAIX DELORY;UNITE DE DIALYSE DE ROUBAIX DELORY;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE ROUBAIX GRAND RUE;UNITE DE DIALYSE DE ROUBAIX GRAND RUE;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
630000990;UNITE DE DIALYSE DE SAINT-FLOUR;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE SAINT-LEONARD;UNITE D'AUTODIALYSE DE SAINT-LEONARD;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE SAINT-QUENTIN;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE SENLIS;UNITE DE DIALYSE DE SENLIS;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
210012290;UNITE DE DIALYSE DE SENS;UNITE DE DIALYSE DE SENS;01440 VIRIAT;AIN;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE DE THIERS;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE DE TOURCOING;UNITE DE DIALYSE DE TOURCOING;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
590799995;UNITE DE DIALYSE DE TOURCOING DRON;UNITE DE DIALYSE DE TOURCOING DRON;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
630000990;UNITE DE DIALYSE DE VICHY;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
210012290;UNITE DE DIALYSE DIJON BREUCHILLIERE;UNITE DE DIALYSE DE DIJON BREUCHILLIERE;01440 VIRIAT;AIN;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE D'ISSOIRE;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
590799995;UNITE DE DIALYSE D'IWUY;;02300 CHAUNY;AISNE;Nord Pas de Calais Picardie
630000990;UNITE DE DIALYSE DU MONT-DORE;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE DU PUY;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
630000990;UNITE DE DIALYSE D'YSSINGEAUX;;03100 MONTLUCON;ALLIER;Auvergne Rhone Alpes
870000700;UNITE DE DIALYSE GUERET;UNITE DE DIALYSE GUERET;19200 USSEL;CORREZE;Aquitaine Limousin Poitou Charentes
870000700;UNITE DE DIALYSE LIMOGES BUISSON;UNITE DE DIALYSE LIMOGES BUISSON;19200 USSEL;CORREZE;Aquitaine Limousin Poitou Charentes
870000700;UNITE DE DIALYSE LIMOGES SCHOELCHER;UNITE DE DIALYSE LIMOGES SCHOELCHER;19200 USSEL;CORREZE;Aquitaine Limousin Poitou Charentes
210012290;UNITE DE DIALYSE LONS;;01440 VIRIAT;AIN;Auvergne Rhone Alpes
540001112;UNITE DE DIALYSE MEDIC EPINAL (ALTIR);UNITE DE DIAL MEDICALISEE A EPINAL SITE CHI DURKHEIM (ALTIR);54504 VANDOEUVRE LES NANCY CEDEX;MEURTHE ET MOSELLE;Alsace Champagne Ardenne Lorraine
510000953;UNITE DE DIALYSE MEDICALISEE;;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
510000953;UNITE DE DIALYSE MEDICALISEE;;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
510000953;UNITE DE DIALYSE MEDICALISEE;;08140 BAZEILLES;ARDENNES;Alsace Champagne Ardenne Lorraine
